LSOA,IUC,IUCd
S01008981,9,Settled Offline Communities
S01008982,6,e-Mainstream
S01008983,3,e-Veterans
S01008984,6,e-Mainstream
S01008985,6,e-Mainstream
S01008986,8,Digital Seniors
S01008987,8,Digital Seniors
S01008988,6,e-Mainstream
S01008989,3,e-Veterans
S01008990,3,e-Veterans
S01008991,3,e-Veterans
S01008992,8,Digital Seniors
S01008993,6,e-Mainstream
S01008994,7,Passive and Uncommitted Users
S01008995,3,e-Veterans
S01008996,7,Passive and Uncommitted Users
S01008997,6,e-Mainstream
S01008998,7,Passive and Uncommitted Users
S01008999,7,Passive and Uncommitted Users
S01009000,5,e-Rational Utilitarians
S01009001,5,e-Rational Utilitarians
S01009002,3,e-Veterans
S01009003,3,e-Veterans
S01009004,6,e-Mainstream
S01009005,6,e-Mainstream
S01009006,7,Passive and Uncommitted Users
S01009007,7,Passive and Uncommitted Users
S01009008,5,e-Rational Utilitarians
S01009009,10,e-Withdrawn
S01009010,3,e-Veterans
S01009011,3,e-Veterans
S01009012,3,e-Veterans
S01009013,5,e-Rational Utilitarians
S01009014,8,Digital Seniors
S01009015,9,Settled Offline Communities
S01009016,9,Settled Offline Communities
S01009017,7,Passive and Uncommitted Users
S01009018,8,Digital Seniors
S01009019,8,Digital Seniors
S01009020,6,e-Mainstream
S01009021,8,Digital Seniors
S01009022,9,Settled Offline Communities
S01009023,9,Settled Offline Communities
S01009024,10,e-Withdrawn
S01009025,8,Digital Seniors
S01009026,8,Digital Seniors
S01009027,9,Settled Offline Communities
S01009028,9,Settled Offline Communities
S01009029,9,Settled Offline Communities
S01009030,9,Settled Offline Communities
S01009031,9,Settled Offline Communities
S01009032,9,Settled Offline Communities
S01009033,9,Settled Offline Communities
S01009034,9,Settled Offline Communities
S01009035,8,Digital Seniors
S01009036,6,e-Mainstream
S01009037,6,e-Mainstream
S01009038,7,Passive and Uncommitted Users
S01009039,7,Passive and Uncommitted Users
S01009040,7,Passive and Uncommitted Users
S01009041,8,Digital Seniors
S01009042,7,Passive and Uncommitted Users
S01009043,7,Passive and Uncommitted Users
S01009044,7,Passive and Uncommitted Users
S01009045,8,Digital Seniors
S01009046,6,e-Mainstream
S01009047,8,Digital Seniors
S01009048,5,e-Rational Utilitarians
S01009049,8,Digital Seniors
S01009050,8,Digital Seniors
S01009051,7,Passive and Uncommitted Users
S01009052,7,Passive and Uncommitted Users
S01009053,10,e-Withdrawn
S01009054,7,Passive and Uncommitted Users
S01009055,8,Digital Seniors
S01009056,7,Passive and Uncommitted Users
S01009057,7,Passive and Uncommitted Users
S01009058,7,Passive and Uncommitted Users
S01009059,6,e-Mainstream
S01009060,3,e-Veterans
S01009061,7,Passive and Uncommitted Users
S01009062,10,e-Withdrawn
S01009063,6,e-Mainstream
S01009064,7,Passive and Uncommitted Users
S01009065,7,Passive and Uncommitted Users
S01009066,7,Passive and Uncommitted Users
S01009067,3,e-Veterans
S01009068,7,Passive and Uncommitted Users
S01009069,3,e-Veterans
S01009070,6,e-Mainstream
S01009071,8,Digital Seniors
S01009072,6,e-Mainstream
S01009073,10,e-Withdrawn
S01009074,7,Passive and Uncommitted Users
S01009075,7,Passive and Uncommitted Users
S01009076,6,e-Mainstream
S01009077,6,e-Mainstream
S01009078,3,e-Veterans
S01009079,7,Passive and Uncommitted Users
S01009080,7,Passive and Uncommitted Users
S01009081,7,Passive and Uncommitted Users
S01009082,7,Passive and Uncommitted Users
S01009083,7,Passive and Uncommitted Users
S01009084,5,e-Rational Utilitarians
S01009085,3,e-Veterans
S01009086,7,Passive and Uncommitted Users
S01009087,7,Passive and Uncommitted Users
S01009088,5,e-Rational Utilitarians
S01009089,3,e-Veterans
S01009090,3,e-Veterans
S01009091,3,e-Veterans
S01009092,8,Digital Seniors
S01009093,7,Passive and Uncommitted Users
S01009094,5,e-Rational Utilitarians
S01009095,6,e-Mainstream
S01009096,6,e-Mainstream
S01009097,3,e-Veterans
S01009098,5,e-Rational Utilitarians
S01009099,7,Passive and Uncommitted Users
S01009100,10,e-Withdrawn
S01009101,7,Passive and Uncommitted Users
S01009102,7,Passive and Uncommitted Users
S01009103,8,Digital Seniors
S01009104,7,Passive and Uncommitted Users
S01009105,6,e-Mainstream
S01009106,8,Digital Seniors
S01009107,6,e-Mainstream
S01009108,8,Digital Seniors
S01009109,5,e-Rational Utilitarians
S01009110,8,Digital Seniors
S01009111,6,e-Mainstream
S01009112,5,e-Rational Utilitarians
S01009113,6,e-Mainstream
S01009114,6,e-Mainstream
S01009115,6,e-Mainstream
S01009116,5,e-Rational Utilitarians
S01009117,6,e-Mainstream
S01009118,3,e-Veterans
S01009119,7,Passive and Uncommitted Users
S01009120,7,Passive and Uncommitted Users
S01009121,7,Passive and Uncommitted Users
S01009122,8,Digital Seniors
S01009123,3,e-Veterans
S01009124,6,e-Mainstream
S01009125,7,Passive and Uncommitted Users
S01009126,10,e-Withdrawn
S01009127,7,Passive and Uncommitted Users
S01009128,10,e-Withdrawn
S01009129,7,Passive and Uncommitted Users
S01009130,7,Passive and Uncommitted Users
S01009131,7,Passive and Uncommitted Users
S01009132,3,e-Veterans
S01009133,7,Passive and Uncommitted Users
S01009134,8,Digital Seniors
S01009135,3,e-Veterans
S01009136,6,e-Mainstream
S01009137,2,e-Professionals
S01009138,3,e-Veterans
S01009139,7,Passive and Uncommitted Users
S01009140,7,Passive and Uncommitted Users
S01009141,10,e-Withdrawn
S01009142,10,e-Withdrawn
S01009143,10,e-Withdrawn
S01009144,3,e-Veterans
S01009145,7,Passive and Uncommitted Users
S01009146,7,Passive and Uncommitted Users
S01009147,7,Passive and Uncommitted Users
S01009148,7,Passive and Uncommitted Users
S01009149,6,e-Mainstream
S01009150,10,e-Withdrawn
S01009151,10,e-Withdrawn
S01009152,10,e-Withdrawn
S01009153,4,Youthful Urban Fringe
S01009154,6,e-Mainstream
S01009155,5,e-Rational Utilitarians
S01009156,5,e-Rational Utilitarians
S01009157,7,Passive and Uncommitted Users
S01009158,7,Passive and Uncommitted Users
S01009159,10,e-Withdrawn
S01009160,10,e-Withdrawn
S01009161,10,e-Withdrawn
S01009162,10,e-Withdrawn
S01009163,7,Passive and Uncommitted Users
S01009164,7,Passive and Uncommitted Users
S01009165,7,Passive and Uncommitted Users
S01009166,10,e-Withdrawn
S01009167,7,Passive and Uncommitted Users
S01009168,8,Digital Seniors
S01009169,10,e-Withdrawn
S01009170,7,Passive and Uncommitted Users
S01009171,7,Passive and Uncommitted Users
S01009172,3,e-Veterans
S01009173,5,e-Rational Utilitarians
S01009174,3,e-Veterans
S01009175,3,e-Veterans
S01009176,5,e-Rational Utilitarians
S01009177,7,Passive and Uncommitted Users
S01009178,7,Passive and Uncommitted Users
S01009179,7,Passive and Uncommitted Users
S01009180,7,Passive and Uncommitted Users
S01009181,7,Passive and Uncommitted Users
S01009182,6,e-Mainstream
S01009183,3,e-Veterans
S01009184,7,Passive and Uncommitted Users
S01009185,8,Digital Seniors
S01009186,6,e-Mainstream
S01009187,5,e-Rational Utilitarians
S01009188,8,Digital Seniors
S01009189,7,Passive and Uncommitted Users
S01009190,3,e-Veterans
S01009191,3,e-Veterans
S01009192,6,e-Mainstream
S01009193,3,e-Veterans
S01009194,5,e-Rational Utilitarians
S01009195,3,e-Veterans
S01009196,7,Passive and Uncommitted Users
S01009197,3,e-Veterans
S01009198,6,e-Mainstream
S01009199,6,e-Mainstream
S01009200,5,e-Rational Utilitarians
S01009201,6,e-Mainstream
S01009202,3,e-Veterans
S01009203,10,e-Withdrawn
S01009204,6,e-Mainstream
S01009205,3,e-Veterans
S01009206,3,e-Veterans
S01009207,8,Digital Seniors
S01009208,8,Digital Seniors
S01009209,8,Digital Seniors
S01009210,5,e-Rational Utilitarians
S01009211,6,e-Mainstream
S01009212,7,Passive and Uncommitted Users
S01009213,7,Passive and Uncommitted Users
S01009214,6,e-Mainstream
S01009215,7,Passive and Uncommitted Users
S01009216,7,Passive and Uncommitted Users
S01009217,7,Passive and Uncommitted Users
S01009218,7,Passive and Uncommitted Users
S01009219,7,Passive and Uncommitted Users
S01009220,7,Passive and Uncommitted Users
S01009221,7,Passive and Uncommitted Users
S01009222,7,Passive and Uncommitted Users
S01009223,7,Passive and Uncommitted Users
S01009224,7,Passive and Uncommitted Users
S01009225,10,e-Withdrawn
S01009226,10,e-Withdrawn
S01009227,10,e-Withdrawn
S01009228,10,e-Withdrawn
S01009229,7,Passive and Uncommitted Users
S01009230,6,e-Mainstream
S01009231,8,Digital Seniors
S01009232,10,e-Withdrawn
S01009233,10,e-Withdrawn
S01009234,10,e-Withdrawn
S01009235,7,Passive and Uncommitted Users
S01009236,9,Settled Offline Communities
S01009237,6,e-Mainstream
S01009238,7,Passive and Uncommitted Users
S01009239,7,Passive and Uncommitted Users
S01009240,10,e-Withdrawn
S01009241,10,e-Withdrawn
S01009242,7,Passive and Uncommitted Users
S01009243,8,Digital Seniors
S01009244,5,e-Rational Utilitarians
S01009245,8,Digital Seniors
S01009246,7,Passive and Uncommitted Users
S01009247,7,Passive and Uncommitted Users
S01009248,8,Digital Seniors
S01009249,7,Passive and Uncommitted Users
S01009250,7,Passive and Uncommitted Users
S01009251,6,e-Mainstream
S01009252,3,e-Veterans
S01009253,10,e-Withdrawn
S01009254,10,e-Withdrawn
S01009255,7,Passive and Uncommitted Users
S01009256,9,Settled Offline Communities
S01009257,7,Passive and Uncommitted Users
S01009258,5,e-Rational Utilitarians
S01009259,6,e-Mainstream
S01009260,6,e-Mainstream
S01009261,10,e-Withdrawn
S01009262,10,e-Withdrawn
S01009263,3,e-Veterans
S01009264,5,e-Rational Utilitarians
S01009265,7,Passive and Uncommitted Users
S01009266,7,Passive and Uncommitted Users
S01009267,8,Digital Seniors
S01009268,7,Passive and Uncommitted Users
S01009269,7,Passive and Uncommitted Users
S01009270,10,e-Withdrawn
S01009271,5,e-Rational Utilitarians
S01009272,7,Passive and Uncommitted Users
S01009273,5,e-Rational Utilitarians
S01009274,8,Digital Seniors
S01009275,5,e-Rational Utilitarians
S01009276,8,Digital Seniors
S01009277,5,e-Rational Utilitarians
S01009278,3,e-Veterans
S01009279,8,Digital Seniors
S01009280,10,e-Withdrawn
S01009281,10,e-Withdrawn
S01009282,5,e-Rational Utilitarians
S01009283,3,e-Veterans
S01009284,3,e-Veterans
S01009285,6,e-Mainstream
S01009286,8,Digital Seniors
S01009287,5,e-Rational Utilitarians
S01009288,5,e-Rational Utilitarians
S01009289,5,e-Rational Utilitarians
S01009290,5,e-Rational Utilitarians
S01009291,5,e-Rational Utilitarians
S01009292,7,Passive and Uncommitted Users
S01009293,6,e-Mainstream
S01009294,3,e-Veterans
S01009295,5,e-Rational Utilitarians
S01009296,5,e-Rational Utilitarians
S01009297,3,e-Veterans
S01009298,7,Passive and Uncommitted Users
S01009299,6,e-Mainstream
S01009300,6,e-Mainstream
S01009301,7,Passive and Uncommitted Users
S01009302,7,Passive and Uncommitted Users
S01009303,8,Digital Seniors
S01009304,8,Digital Seniors
S01009305,7,Passive and Uncommitted Users
S01009306,6,e-Mainstream
S01009307,4,Youthful Urban Fringe
S01009308,4,Youthful Urban Fringe
S01009309,3,e-Veterans
S01009310,5,e-Rational Utilitarians
S01009311,7,Passive and Uncommitted Users
S01009312,6,e-Mainstream
S01009313,7,Passive and Uncommitted Users
S01009314,5,e-Rational Utilitarians
S01009315,7,Passive and Uncommitted Users
S01009316,3,e-Veterans
S01009317,5,e-Rational Utilitarians
S01009318,3,e-Veterans
S01009319,8,Digital Seniors
S01009320,9,Settled Offline Communities
S01009321,8,Digital Seniors
S01009322,8,Digital Seniors
S01009323,7,Passive and Uncommitted Users
S01009324,7,Passive and Uncommitted Users
S01009325,5,e-Rational Utilitarians
S01009326,6,e-Mainstream
S01009327,8,Digital Seniors
S01009328,3,e-Veterans
S01009329,2,e-Professionals
S01009330,3,e-Veterans
S01009331,3,e-Veterans
S01009332,5,e-Rational Utilitarians
S01009333,7,Passive and Uncommitted Users
S01009334,7,Passive and Uncommitted Users
S01009335,7,Passive and Uncommitted Users
S01009336,10,e-Withdrawn
S01009337,7,Passive and Uncommitted Users
S01009338,10,e-Withdrawn
S01009339,10,e-Withdrawn
S01009340,10,e-Withdrawn
S01009341,7,Passive and Uncommitted Users
S01009342,7,Passive and Uncommitted Users
S01009343,8,Digital Seniors
S01009344,10,e-Withdrawn
S01009345,6,e-Mainstream
S01009346,3,e-Veterans
S01009347,3,e-Veterans
S01009348,3,e-Veterans
S01009349,3,e-Veterans
S01009350,3,e-Veterans
S01009351,2,e-Professionals
S01009352,3,e-Veterans
S01009353,3,e-Veterans
S01009354,3,e-Veterans
S01009355,5,e-Rational Utilitarians
S01009356,5,e-Rational Utilitarians
S01009357,3,e-Veterans
S01009358,3,e-Veterans
S01009359,3,e-Veterans
S01009360,6,e-Mainstream
S01009361,8,Digital Seniors
S01009362,6,e-Mainstream
S01009363,7,Passive and Uncommitted Users
S01009364,6,e-Mainstream
S01009365,9,Settled Offline Communities
S01009366,7,Passive and Uncommitted Users
S01009367,7,Passive and Uncommitted Users
S01009368,7,Passive and Uncommitted Users
S01009369,7,Passive and Uncommitted Users
S01009370,7,Passive and Uncommitted Users
S01009371,7,Passive and Uncommitted Users
S01009372,7,Passive and Uncommitted Users
S01009373,7,Passive and Uncommitted Users
S01009374,10,e-Withdrawn
S01009375,7,Passive and Uncommitted Users
S01009376,7,Passive and Uncommitted Users
S01009377,2,e-Professionals
S01009378,6,e-Mainstream
S01009379,3,e-Veterans
S01009380,3,e-Veterans
S01009381,3,e-Veterans
S01009382,7,Passive and Uncommitted Users
S01009383,7,Passive and Uncommitted Users
S01009384,5,e-Rational Utilitarians
S01009385,6,e-Mainstream
S01009386,7,Passive and Uncommitted Users
S01009387,7,Passive and Uncommitted Users
S01009388,7,Passive and Uncommitted Users
S01009389,8,Digital Seniors
S01009390,3,e-Veterans
S01009391,3,e-Veterans
S01009392,3,e-Veterans
S01009393,5,e-Rational Utilitarians
S01009394,3,e-Veterans
S01009395,5,e-Rational Utilitarians
S01009396,5,e-Rational Utilitarians
S01009397,5,e-Rational Utilitarians
S01009398,6,e-Mainstream
S01009399,5,e-Rational Utilitarians
S01009400,8,Digital Seniors
S01009401,8,Digital Seniors
S01009402,5,e-Rational Utilitarians
S01009403,3,e-Veterans
S01009404,7,Passive and Uncommitted Users
S01009405,5,e-Rational Utilitarians
S01009406,7,Passive and Uncommitted Users
S01009407,8,Digital Seniors
S01009408,3,e-Veterans
S01009409,10,e-Withdrawn
S01009410,7,Passive and Uncommitted Users
S01009411,7,Passive and Uncommitted Users
S01009412,10,e-Withdrawn
S01009413,7,Passive and Uncommitted Users
S01009414,7,Passive and Uncommitted Users
S01009415,7,Passive and Uncommitted Users
S01009416,6,e-Mainstream
S01009417,3,e-Veterans
S01009418,10,e-Withdrawn
S01009419,7,Passive and Uncommitted Users
S01009420,10,e-Withdrawn
S01009421,7,Passive and Uncommitted Users
S01009422,7,Passive and Uncommitted Users
S01009423,3,e-Veterans
S01009424,8,Digital Seniors
S01009425,7,Passive and Uncommitted Users
S01009426,10,e-Withdrawn
S01009427,10,e-Withdrawn
S01009428,7,Passive and Uncommitted Users
S01009429,10,e-Withdrawn
S01009430,7,Passive and Uncommitted Users
S01009431,7,Passive and Uncommitted Users
S01009432,10,e-Withdrawn
S01009433,10,e-Withdrawn
S01009434,10,e-Withdrawn
S01009435,10,e-Withdrawn
S01009436,7,Passive and Uncommitted Users
S01009437,7,Passive and Uncommitted Users
S01009438,10,e-Withdrawn
S01009439,7,Passive and Uncommitted Users
S01009440,10,e-Withdrawn
S01009441,7,Passive and Uncommitted Users
S01009442,3,e-Veterans
S01009443,8,Digital Seniors
S01009444,5,e-Rational Utilitarians
S01009445,7,Passive and Uncommitted Users
S01009446,10,e-Withdrawn
S01009447,7,Passive and Uncommitted Users
S01009448,8,Digital Seniors
S01009449,7,Passive and Uncommitted Users
S01009450,10,e-Withdrawn
S01009451,10,e-Withdrawn
S01009452,10,e-Withdrawn
S01009453,7,Passive and Uncommitted Users
S01009454,3,e-Veterans
S01009455,5,e-Rational Utilitarians
S01009456,7,Passive and Uncommitted Users
S01009457,5,e-Rational Utilitarians
S01009458,8,Digital Seniors
S01009459,7,Passive and Uncommitted Users
S01009460,10,e-Withdrawn
S01009461,3,e-Veterans
S01009462,7,Passive and Uncommitted Users
S01009463,8,Digital Seniors
S01009464,8,Digital Seniors
S01009465,9,Settled Offline Communities
S01009466,8,Digital Seniors
S01009467,5,e-Rational Utilitarians
S01009468,7,Passive and Uncommitted Users
S01009469,8,Digital Seniors
S01009470,9,Settled Offline Communities
S01009471,10,e-Withdrawn
S01009472,7,Passive and Uncommitted Users
S01009473,7,Passive and Uncommitted Users
S01009474,6,e-Mainstream
S01009475,3,e-Veterans
S01009476,3,e-Veterans
S01009477,6,e-Mainstream
S01009478,6,e-Mainstream
S01009479,6,e-Mainstream
S01009480,8,Digital Seniors
S01009481,6,e-Mainstream
S01009482,6,e-Mainstream
S01009483,3,e-Veterans
S01009484,7,Passive and Uncommitted Users
S01009485,7,Passive and Uncommitted Users
S01009486,8,Digital Seniors
S01009487,7,Passive and Uncommitted Users
S01009488,7,Passive and Uncommitted Users
S01009489,10,e-Withdrawn
S01009490,10,e-Withdrawn
S01009491,10,e-Withdrawn
S01009492,7,Passive and Uncommitted Users
S01009493,5,e-Rational Utilitarians
S01009494,3,e-Veterans
S01009495,3,e-Veterans
S01009496,7,Passive and Uncommitted Users
S01009497,8,Digital Seniors
S01009498,8,Digital Seniors
S01009499,9,Settled Offline Communities
S01009500,10,e-Withdrawn
S01009501,10,e-Withdrawn
S01009502,7,Passive and Uncommitted Users
S01009503,7,Passive and Uncommitted Users
S01009504,10,e-Withdrawn
S01009505,10,e-Withdrawn
S01009506,10,e-Withdrawn
S01009507,7,Passive and Uncommitted Users
S01009508,10,e-Withdrawn
S01009509,7,Passive and Uncommitted Users
S01009510,8,Digital Seniors
S01009511,8,Digital Seniors
S01009512,6,e-Mainstream
S01009513,6,e-Mainstream
S01009514,5,e-Rational Utilitarians
S01009515,10,e-Withdrawn
S01009516,7,Passive and Uncommitted Users
S01009517,3,e-Veterans
S01009518,2,e-Professionals
S01009519,6,e-Mainstream
S01009520,6,e-Mainstream
S01009521,10,e-Withdrawn
S01009522,7,Passive and Uncommitted Users
S01009523,7,Passive and Uncommitted Users
S01009524,7,Passive and Uncommitted Users
S01009525,7,Passive and Uncommitted Users
S01009526,3,e-Veterans
S01009527,7,Passive and Uncommitted Users
S01009528,10,e-Withdrawn
S01009529,8,Digital Seniors
S01009530,5,e-Rational Utilitarians
S01009531,10,e-Withdrawn
S01009532,10,e-Withdrawn
S01009533,10,e-Withdrawn
S01009534,10,e-Withdrawn
S01009535,10,e-Withdrawn
S01009536,7,Passive and Uncommitted Users
S01009537,7,Passive and Uncommitted Users
S01009538,7,Passive and Uncommitted Users
S01009539,7,Passive and Uncommitted Users
S01009540,7,Passive and Uncommitted Users
S01009541,8,Digital Seniors
S01009542,7,Passive and Uncommitted Users
S01009543,9,Settled Offline Communities
S01009544,9,Settled Offline Communities
S01009545,7,Passive and Uncommitted Users
S01009546,7,Passive and Uncommitted Users
S01009547,7,Passive and Uncommitted Users
S01009548,7,Passive and Uncommitted Users
S01009549,7,Passive and Uncommitted Users
S01009550,6,e-Mainstream
S01009551,6,e-Mainstream
S01009552,9,Settled Offline Communities
S01009553,7,Passive and Uncommitted Users
S01009554,7,Passive and Uncommitted Users
S01009555,7,Passive and Uncommitted Users
S01009556,7,Passive and Uncommitted Users
S01009557,7,Passive and Uncommitted Users
S01009558,7,Passive and Uncommitted Users
S01009559,7,Passive and Uncommitted Users
S01009560,7,Passive and Uncommitted Users
S01009561,7,Passive and Uncommitted Users
S01009562,7,Passive and Uncommitted Users
S01009563,7,Passive and Uncommitted Users
S01009564,9,Settled Offline Communities
S01009565,7,Passive and Uncommitted Users
S01009566,6,e-Mainstream
S01009567,7,Passive and Uncommitted Users
S01009568,7,Passive and Uncommitted Users
